item_id,category,destination,price,duration,description
675,Family & Kids,Nha Trang,326.13,180,Family-friendly activity in Nha Trang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
676,Art & Craft,Hoi An,95.44,240,"Creative art and craft workshop in Hoi An. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
677,Nightlife & Entertainment,Hoi An,348.56,180,"Enjoy vibrant nightlife and entertainment in Hoi An. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
678,Romantic,Phu Quoc,199.5,90,"Romantic experience in Phu Quoc. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
679,Adventure,Da Lat,469.0,180,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
680,Family & Kids,Sapa,77.39,240,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
681,Art & Craft,Cat Ba Island,177.12,60,"Creative art and craft workshop in Cat Ba Island. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
682,Romantic,Ha Long Bay,65.6,360,"Romantic experience in Ha Long Bay. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
683,Art & Craft,Mui Ne,463.1,60,"Creative art and craft workshop in Mui Ne. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
684,Family & Kids,Ho Chi Minh City,439.9,480,Family-friendly activity in Ho Chi Minh City. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
685,Adventure,Hoi An,136.39,480,"Exciting adventure activity in Hoi An. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
686,Art & Craft,Da Nang,333.39,90,"Creative art and craft workshop in Da Nang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
687,Adventure,Cat Ba Island,410.44,240,"Exciting adventure activity in Cat Ba Island. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
688,Sports & Fitness,Cat Ba Island,282.05,60,"Active sports and fitness experience in Cat Ba Island. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
689,Romantic,Cat Ba Island,269.53,120,"Romantic experience in Cat Ba Island. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
690,Art & Craft,Nha Trang,128.51,180,"Creative art and craft workshop in Nha Trang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
691,Adventure,Hanoi,55.62,360,"Exciting adventure activity in Hanoi. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
692,Art & Craft,Mai Chau,449.64,480,"Creative art and craft workshop in Mai Chau. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
693,Adventure,Can Tho,451.2,180,"Exciting adventure activity in Can Tho. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
694,Nightlife & Entertainment,Mui Ne,320.22,480,"Enjoy vibrant nightlife and entertainment in Mui Ne. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
695,Romantic,Ha Long Bay,176.12,480,"Romantic experience in Ha Long Bay. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
696,Family & Kids,Da Nang,181.11,60,Family-friendly activity in Da Nang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
697,Art & Craft,Cat Ba Island,365.72,90,"Creative art and craft workshop in Cat Ba Island. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
698,Educational,Da Nang,449.58,60,"Educational tour in Da Nang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
699,Nightlife & Entertainment,Cat Ba Island,444.67,60,"Enjoy vibrant nightlife and entertainment in Cat Ba Island. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
700,Educational,Can Tho,392.14,480,"Educational tour in Can Tho. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
701,Nightlife & Entertainment,Hanoi,324.6,180,"Enjoy vibrant nightlife and entertainment in Hanoi. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
702,Adventure,Da Nang,51.23,120,"Exciting adventure activity in Da Nang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
703,Nightlife & Entertainment,Can Tho,89.2,240,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
704,Adventure,Hoi An,450.29,180,"Exciting adventure activity in Hoi An. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
705,Adventure,Hue,307.15,360,"Exciting adventure activity in Hue. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
706,Family & Kids,Da Nang,14.51,30,Family-friendly activity in Da Nang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
707,Sports & Fitness,Ho Chi Minh City,59.72,300,"Active sports and fitness experience in Ho Chi Minh City. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
708,Adventure,Mai Chau,335.12,180,"Exciting adventure activity in Mai Chau. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
709,Nightlife & Entertainment,Ha Long Bay,12.48,30,"Enjoy vibrant nightlife and entertainment in Ha Long Bay. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
710,Adventure,Nha Trang,88.8,90,"Exciting adventure activity in Nha Trang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
711,Adventure,Da Lat,278.88,180,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
712,Nightlife & Entertainment,Hanoi,349.03,360,"Enjoy vibrant nightlife and entertainment in Hanoi. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
713,Family & Kids,Hue,329.46,300,Family-friendly activity in Hue. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
714,Adventure,Hue,119.89,30,"Exciting adventure activity in Hue. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
715,Nightlife & Entertainment,Ho Chi Minh City,358.97,60,"Enjoy vibrant nightlife and entertainment in Ho Chi Minh City. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
716,Family & Kids,Cat Ba Island,126.25,90,Family-friendly activity in Cat Ba Island. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
717,Art & Craft,Hue,169.45,30,"Creative art and craft workshop in Hue. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
718,Nightlife & Entertainment,Mai Chau,375.78,240,"Enjoy vibrant nightlife and entertainment in Mai Chau. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
719,Nightlife & Entertainment,Mui Ne,328.32,480,"Enjoy vibrant nightlife and entertainment in Mui Ne. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
720,Romantic,Hanoi,426.12,300,"Romantic experience in Hanoi. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
721,Art & Craft,Hanoi,332.23,30,"Creative art and craft workshop in Hanoi. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
722,Educational,Da Nang,288.47,240,"Educational tour in Da Nang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
723,Adventure,Cat Ba Island,55.9,30,"Exciting adventure activity in Cat Ba Island. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
724,Art & Craft,Cat Ba Island,190.18,240,"Creative art and craft workshop in Cat Ba Island. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
725,Family & Kids,Hoi An,139.95,120,Family-friendly activity in Hoi An. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
726,Romantic,Da Lat,129.55,60,"Romantic experience in Da Lat. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
727,Adventure,Nha Trang,486.78,480,"Exciting adventure activity in Nha Trang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
728,Adventure,Cat Ba Island,202.62,300,"Exciting adventure activity in Cat Ba Island. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
729,Adventure,Mui Ne,447.1,90,"Exciting adventure activity in Mui Ne. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
730,Adventure,Cat Ba Island,319.26,120,"Exciting adventure activity in Cat Ba Island. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
731,Nightlife & Entertainment,Mai Chau,399.46,90,"Enjoy vibrant nightlife and entertainment in Mai Chau. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
732,Educational,Phong Nha,256.29,90,"Educational tour in Phong Nha. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
733,Nightlife & Entertainment,Cat Ba Island,292.68,300,"Enjoy vibrant nightlife and entertainment in Cat Ba Island. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
734,Adventure,Ha Long Bay,251.33,90,"Exciting adventure activity in Ha Long Bay. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
735,Nightlife & Entertainment,Can Tho,105.67,240,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
736,Adventure,Phong Nha,364.0,300,"Exciting adventure activity in Phong Nha. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
737,Family & Kids,Phong Nha,147.58,120,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
738,Educational,Da Nang,21.91,90,"Educational tour in Da Nang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
739,Nightlife & Entertainment,Phong Nha,326.28,60,"Enjoy vibrant nightlife and entertainment in Phong Nha. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
740,Family & Kids,Phu Quoc,96.78,30,Family-friendly activity in Phu Quoc. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
741,Educational,Mai Chau,470.82,360,"Educational tour in Mai Chau. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
742,Family & Kids,Hoi An,477.43,120,Family-friendly activity in Hoi An. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
743,Nightlife & Entertainment,Mai Chau,458.28,360,"Enjoy vibrant nightlife and entertainment in Mai Chau. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
744,Educational,Nha Trang,191.38,180,"Educational tour in Nha Trang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
745,Romantic,Mai Chau,17.57,120,"Romantic experience in Mai Chau. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
746,Romantic,Hoi An,464.88,30,"Romantic experience in Hoi An. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
747,Adventure,Da Lat,219.81,120,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
748,Romantic,Phu Quoc,483.66,240,"Romantic experience in Phu Quoc. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
749,Educational,Da Nang,482.17,60,"Educational tour in Da Nang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
750,Romantic,Phong Nha,427.97,180,"Romantic experience in Phong Nha. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
751,Nightlife & Entertainment,Nha Trang,154.28,480,"Enjoy vibrant nightlife and entertainment in Nha Trang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
752,Family & Kids,Phu Quoc,198.7,480,Family-friendly activity in Phu Quoc. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
753,Family & Kids,Nha Trang,427.06,30,Family-friendly activity in Nha Trang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
754,Family & Kids,Ho Chi Minh City,165.29,180,Family-friendly activity in Ho Chi Minh City. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
755,Adventure,Hanoi,93.05,180,"Exciting adventure activity in Hanoi. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
756,Sports & Fitness,Ha Long Bay,282.83,60,"Active sports and fitness experience in Ha Long Bay. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
757,Art & Craft,Mui Ne,468.72,300,"Creative art and craft workshop in Mui Ne. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
758,Sports & Fitness,Nha Trang,351.05,240,"Active sports and fitness experience in Nha Trang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
759,Sports & Fitness,Phu Quoc,289.33,480,"Active sports and fitness experience in Phu Quoc. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
760,Romantic,Ho Chi Minh City,57.62,300,"Romantic experience in Ho Chi Minh City. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
761,Family & Kids,Cat Ba Island,311.35,120,Family-friendly activity in Cat Ba Island. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
762,Educational,Da Nang,495.13,30,"Educational tour in Da Nang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
763,Nightlife & Entertainment,Can Tho,78.64,300,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
764,Art & Craft,Ha Long Bay,263.98,480,"Creative art and craft workshop in Ha Long Bay. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
765,Educational,Cat Ba Island,439.91,480,"Educational tour in Cat Ba Island. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
766,Educational,Da Lat,372.98,120,"Educational tour in Da Lat. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
767,Educational,Nha Trang,351.54,300,"Educational tour in Nha Trang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
768,Adventure,Ho Chi Minh City,354.22,240,"Exciting adventure activity in Ho Chi Minh City. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
769,Sports & Fitness,Mui Ne,186.15,240,"Active sports and fitness experience in Mui Ne. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
770,Nightlife & Entertainment,Da Lat,153.86,60,"Enjoy vibrant nightlife and entertainment in Da Lat. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
771,Art & Craft,Can Tho,406.59,180,"Creative art and craft workshop in Can Tho. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
772,Art & Craft,Hue,406.96,180,"Creative art and craft workshop in Hue. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
773,Romantic,Da Lat,434.87,300,"Romantic experience in Da Lat. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
774,Sports & Fitness,Nha Trang,457.49,300,"Active sports and fitness experience in Nha Trang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
775,Family & Kids,Can Tho,260.56,180,Family-friendly activity in Can Tho. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
776,Educational,Hue,255.74,90,"Educational tour in Hue. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
777,Romantic,Hoi An,401.16,300,"Romantic experience in Hoi An. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
778,Romantic,Da Lat,328.48,300,"Romantic experience in Da Lat. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
779,Family & Kids,Da Lat,353.96,90,Family-friendly activity in Da Lat. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
780,Nightlife & Entertainment,Mui Ne,399.94,180,"Enjoy vibrant nightlife and entertainment in Mui Ne. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
781,Art & Craft,Phu Quoc,446.1,480,"Creative art and craft workshop in Phu Quoc. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
782,Nightlife & Entertainment,Mai Chau,175.62,30,"Enjoy vibrant nightlife and entertainment in Mai Chau. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
783,Adventure,Da Nang,194.04,180,"Exciting adventure activity in Da Nang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
784,Romantic,Hoi An,56.05,300,"Romantic experience in Hoi An. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
785,Sports & Fitness,Phong Nha,293.36,240,"Active sports and fitness experience in Phong Nha. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
786,Romantic,Sapa,27.61,360,"Romantic experience in Sapa. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
787,Family & Kids,Sapa,238.14,120,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
788,Art & Craft,Hue,275.9,360,"Creative art and craft workshop in Hue. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
789,Nightlife & Entertainment,Phong Nha,150.41,90,"Enjoy vibrant nightlife and entertainment in Phong Nha. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
790,Adventure,Da Lat,299.51,60,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
791,Sports & Fitness,Da Nang,24.95,480,"Active sports and fitness experience in Da Nang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
792,Sports & Fitness,Da Lat,28.3,240,"Active sports and fitness experience in Da Lat. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
793,Nightlife & Entertainment,Ho Chi Minh City,413.07,120,"Enjoy vibrant nightlife and entertainment in Ho Chi Minh City. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
794,Art & Craft,Da Lat,186.49,180,"Creative art and craft workshop in Da Lat. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
795,Nightlife & Entertainment,Hoi An,72.26,120,"Enjoy vibrant nightlife and entertainment in Hoi An. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
796,Educational,Hanoi,265.9,30,"Educational tour in Hanoi. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
797,Nightlife & Entertainment,Ha Long Bay,387.3,120,"Enjoy vibrant nightlife and entertainment in Ha Long Bay. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
798,Romantic,Sapa,115.75,60,"Romantic experience in Sapa. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
799,Art & Craft,Sapa,315.22,300,"Creative art and craft workshop in Sapa. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
800,Family & Kids,Cat Ba Island,51.82,120,Family-friendly activity in Cat Ba Island. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
801,Nightlife & Entertainment,Can Tho,35.32,300,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
802,Nightlife & Entertainment,Sapa,270.36,300,"Enjoy vibrant nightlife and entertainment in Sapa. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
803,Nightlife & Entertainment,Hoi An,274.91,90,"Enjoy vibrant nightlife and entertainment in Hoi An. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
804,Sports & Fitness,Da Lat,322.34,30,"Active sports and fitness experience in Da Lat. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
805,Art & Craft,Cat Ba Island,365.78,60,"Creative art and craft workshop in Cat Ba Island. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
806,Romantic,Phong Nha,488.17,300,"Romantic experience in Phong Nha. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
807,Family & Kids,Hoi An,262.99,90,Family-friendly activity in Hoi An. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
808,Romantic,Phong Nha,168.25,480,"Romantic experience in Phong Nha. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
809,Adventure,Sapa,399.64,30,"Exciting adventure activity in Sapa. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
810,Family & Kids,Hue,142.71,120,Family-friendly activity in Hue. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
811,Romantic,Cat Ba Island,225.1,60,"Romantic experience in Cat Ba Island. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
812,Adventure,Sapa,48.44,90,"Exciting adventure activity in Sapa. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
813,Family & Kids,Phong Nha,22.42,360,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
814,Adventure,Da Lat,481.7,480,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
815,Art & Craft,Hue,419.63,240,"Creative art and craft workshop in Hue. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
816,Adventure,Phong Nha,351.03,360,"Exciting adventure activity in Phong Nha. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
817,Adventure,Mui Ne,210.39,480,"Exciting adventure activity in Mui Ne. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
818,Educational,Phu Quoc,94.91,480,"Educational tour in Phu Quoc. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
819,Family & Kids,Sapa,86.65,90,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
820,Romantic,Can Tho,132.62,360,"Romantic experience in Can Tho. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
821,Family & Kids,Sapa,279.12,180,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
822,Romantic,Phong Nha,360.15,120,"Romantic experience in Phong Nha. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
823,Art & Craft,Mai Chau,333.5,180,"Creative art and craft workshop in Mai Chau. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
824,Family & Kids,Phong Nha,147.17,480,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
825,Family & Kids,Sapa,477.88,120,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
826,Art & Craft,Da Nang,371.57,360,"Creative art and craft workshop in Da Nang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
827,Educational,Ho Chi Minh City,281.63,180,"Educational tour in Ho Chi Minh City. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
828,Adventure,Hoi An,309.74,180,"Exciting adventure activity in Hoi An. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
829,Art & Craft,Nha Trang,215.6,240,"Creative art and craft workshop in Nha Trang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
830,Art & Craft,Cat Ba Island,131.39,480,"Creative art and craft workshop in Cat Ba Island. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
831,Sports & Fitness,Ho Chi Minh City,184.43,90,"Active sports and fitness experience in Ho Chi Minh City. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
832,Nightlife & Entertainment,Hanoi,381.34,120,"Enjoy vibrant nightlife and entertainment in Hanoi. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
833,Sports & Fitness,Phu Quoc,17.05,90,"Active sports and fitness experience in Phu Quoc. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
834,Nightlife & Entertainment,Can Tho,66.88,120,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
835,Sports & Fitness,Ho Chi Minh City,32.54,300,"Active sports and fitness experience in Ho Chi Minh City. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
836,Family & Kids,Phu Quoc,29.96,240,Family-friendly activity in Phu Quoc. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
837,Sports & Fitness,Hue,429.18,360,"Active sports and fitness experience in Hue. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
838,Adventure,Phu Quoc,354.79,30,"Exciting adventure activity in Phu Quoc. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
839,Nightlife & Entertainment,Hoi An,242.35,300,"Enjoy vibrant nightlife and entertainment in Hoi An. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
840,Adventure,Phu Quoc,57.94,30,"Exciting adventure activity in Phu Quoc. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
841,Family & Kids,Mai Chau,250.89,300,Family-friendly activity in Mai Chau. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
842,Adventure,Sapa,242.0,30,"Exciting adventure activity in Sapa. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
843,Sports & Fitness,Nha Trang,94.87,180,"Active sports and fitness experience in Nha Trang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
844,Art & Craft,Phong Nha,222.59,300,"Creative art and craft workshop in Phong Nha. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
